text|keyphrases
"                                                                      
                                                                      
                                                                      
                                                                      
          be a good idea to leave a gap between these sets to avoid the risk of a paragraph over‐
          lapping over two sets.                                      
                                                                      
          When dealing with time series, you would in general split across time,: for example,
          you might take the years 2000 to 2012 for the training set, the years 2013 to 2015 for
          the validation set, and the years 2016 to 2018 for the test set. However, in some cases
          you may be able to split along other dimensions, which will give you a longer time
          period to train on. For example, if you have data about the financial health of 10,000
          companies from 2000 to 2018, you might be able to split this data across the different
          companies. It’s very likely that many of these companies will be strongly correlated,
          though (e.g., whole economic sectors may go up or down jointly), and if you have
          correlated companies across the training set and the test set your test set will not be as
          useful, as its measure of the generalization error will be optimistically biased.
          So, it is often safer to split across time—but this implicitly assumes that the patterns
          the RNN can learn in the past (in the training set) will still exist in the future. In other
          words, we assume that the time series is stationary (at least in a wide sense).3 For
          many time series this assumption is reasonable (e.g., chemical reactions should be
          fine, since the laws of chemistry don’t change every day), but for many others it is not
          (e.g., financial markets are notoriously not stationary since patterns disappear as soon
          as traders spot them and start exploiting them). To make sure the time series is
          indeed sufficiently stationary, you can plot the model’s errors on the validation set
          across time: if the model performs much better on the first part of the validation set
          than on the last part, then the time series may not be stationary enough, and you
          might be better off training the model on a shorter time span.
          In short, splitting a time series into a training set, a validation set, and a test set is not
          a trivial task, and how it’s done will depend strongly on the task at hand.
          Now back to Shakespeare! Let’s take the first 90% of the text for the training set
          (keeping the rest for the validation set and the test set), and create a tf.data.Dataset
          that will return each character one by one from this set:   
                                                                      
            train_size = dataset_size * 90 // 100                     
            dataset = tf.data.Dataset.from_tensor_slices(encoded[:train_size])
          Chopping the Sequential Dataset into Multiple Windows       
                                                                      
          The training set now consists of a single sequence of over a million characters, so we
          can’t just train the neural network directly on it: the RNN would be equivalent to a
                                                                      
                                                                      
          3 By definition, a stationary time series’s mean, variance, and autocorrelations (i.e., correlations between values
           in the time series separated by a given interval) do not change over time. This is quite restrictive; for example,
           it excludes time series with trends or cyclical patterns. RNNs are more tolerant in that they can learn trends
           and cyclical patterns.                                     "|chopping sequential datasets
"                                                                      
                                                                      
                                                                      
                                                                      
          from then on. To estimate this sum of future discounted rewards, we can simply exe‐
          cute the DQN on the next state s′ and for all possible actions a′. We get an approxi‐
          mate future Q-Value for each possible action. We then pick the highest (since we
          assume we will be playing optimally) and discount it, and this gives us an estimate of
          the sum of future discounted rewards. By summing the reward r and the future dis‐
          counted value estimate, we get a target Q-Value y(s, a) for the state-action pair (s, a),
          as shown in Equation 18-7.                                  
                                                                      
            Equation 18-7. Target Q-Value                             
                                                                      
            Q   s,a =r+γ·max Q s′,a′                                  
             target         θ                                         
                        a′                                            
          With this target Q-Value, we can run a training step using any Gradient Descent algo‐
          rithm. Specifically, we generally try to minimize the squared error between the esti‐
          mated Q-Value Q(s, a) and the target Q-Value (or the Huber loss to reduce the
          algorithm’s sensitivity to large errors). And that’s all for the basic Deep Q-Learning
          algorithm! Let’s see how to implement it to solve the CartPole environment.
          Implementing Deep Q-Learning                                
                                                                      
                                                                      
          The first thing we need is a Deep Q-Network. In theory, you need a neural net that
          takes a state-action pair and outputs an approximate Q-Value, but in practice it’s
          much more efficient to use a neural net that takes a state and outputs one approxi‐
          mate Q-Value for each possible action. To solve the CartPole environment, we do not
          need a very complicated neural net; a couple of hidden layers will do:
            env = gym.make(""CartPole-v0"")                             
            input_shape = [4] # == env.observation_space.shape        
            n_outputs = 2 # == env.action_space.n                     
            model = keras.models.Sequential([                         
               keras.layers.Dense(32, activation=""elu"", input_shape=input_shape),
               keras.layers.Dense(32, activation=""elu""),              
               keras.layers.Dense(n_outputs)                          
            ])                                                        
          To select an action using this DQN, we pick the action with the largest predicted Q-
          Value. To ensure that the agent explores the environment, we will use an ε-greedy
          policy (i.e., we will choose a random action with probability ε):
            def epsilon_greedy_policy(state, epsilon=0):              
               if np.random.rand() < epsilon:                         
                 return np.random.randint(2)                          
               else:                                                  
                 Q_values = model.predict(state[np.newaxis])          
                 return np.argmax(Q_values[0])                        "|Q-Learning; Deep Q-Learning
"                                                                      
                                                                      
                                                                      
                                                                      
          them to explore a wider range of features, ultimately improving generalization. Equa‐
          tion 14-2 shows how to apply LRN.                           
                                                                      
            Equation 14-2. Local response normalization (LRN)         
                                                                      
                                         r                            
                    j    −β    j  = min i+ , f −1                     
                    high       high     2  n                          
            b =a k+α ∑ a 2 with                                       
             i i   j= j j                r                            
                     low       j = max 0,i−                           
                               low       2                            
          In this equation:                                           
           • b is the normalized output of the neuron located in feature map i, at some row u
             i                                                        
            and column v (note that in this equation we consider only neurons located at this
            row and column, so u and v are not shown).                
           • a is the activation of that neuron after the ReLU step, but before normalization.
             i                                                        
           • k, α, β, and r are hyperparameters. k is called the bias, and r is called the depth
            radius.                                                   
           • f is the number of feature maps.                         
             n                                                        
          For example, if r = 2 and a neuron has a strong activation, it will inhibit the activation
          of the neurons located in the feature maps immediately above and below its own.
          In AlexNet, the hyperparameters are set as follows: r = 2, α = 0.00002, β = 0.75, and
          k = 1. This step can be implemented using the tf.nn.local_response_normaliza
          tion() function (which you can wrap in a Lambda layer if you want to use it in a
          Keras model).                                               
          A variant of AlexNet called ZF Net12 was developed by Matthew Zeiler and Rob Fer‐
          gus and won the 2013 ILSVRC challenge. It is essentially AlexNet with a few tweaked
          hyperparameters (number of feature maps, kernel size, stride, etc.).
          GoogLeNet                                                   
          The GoogLeNet architecture was developed by Christian Szegedy et al. from Google
          Research,13 and it won the ILSVRC 2014 challenge by pushing the top-five error rate
          below 7%. This great performance came in large part from the fact that the network
          was much deeper than previous CNNs (as you’ll see in Figure 14-14). This was made
                                                                      
          12 Matthew D. Zeiler and Rob Fergus, “Visualizing and Understanding Convolutional Networks,” Proceedings of
           the European Conference on Computer Vision (2014): 818-833.
          13 Christian Szegedy et al., “Going Deeper with Convolutions,” Proceedings of the IEEE Conference on Computer
           Vision and Pattern Recognition (2015): 1–9.                "|GoogLeNet; depth radius; ZF Net
"                                                                      
                                                                      
                                                                      
                                                                      
                   ""id"": Feature(int64_list=Int64List(value=[123])),  
                   ""emails"": Feature(bytes_list=BytesList(value=[b""a@b.com"",
                                              b""c@d.com""]))           
                 }))                                                  
          The code is a bit verbose and repetitive, but it’s rather straightforward (and you could
          easily wrap it inside a small helper function). Now that we have an Example protobuf,
          we can serialize it by calling its SerializeToString() method, then write the result‐
          ing data to a TFRecord file:                                
            with tf.io.TFRecordWriter(""my_contacts.tfrecord"") as f:   
               f.write(person_example.SerializeToString())            
          Normally you would write much more than one Example! Typically, you would create
          a conversion script that reads from your current format (say, CSV files), creates an
          Example protobuf for each instance, serializes them, and saves them to several TFRe‐
          cord files, ideally shuffling them in the process. This requires a bit of work, so once
          again make sure it is really necessary (perhaps your pipeline works fine with CSV
          files).                                                     
                                                                      
          Now that we have a nice TFRecord file containing a serialized Example, let’s try to
          load it.                                                    
          Loading and Parsing Examples                                
                                                                      
          To load the serialized Example protobufs, we will use a tf.data.TFRecordDataset
          once again, and we will parse each Example using tf.io.parse_single_example().
          This is a TensorFlow operation, so it can be included in a TF Function. It requires at
          least two arguments: a string scalar tensor containing the serialized data, and a
          description of each feature. The description is a dictionary that maps each feature
          name to either a tf.io.FixedLenFeature descriptor indicating the feature’s shape,
          type, and default value, or a tf.io.VarLenFeature descriptor indicating only the type
          (if the length of the feature’s list may vary, such as for the ""emails"" feature).
                                                                      
          The following code defines a description dictionary, then it iterates over the TFRecord
          Dataset and parses the serialized Example protobuf this dataset contains:
            feature_description = {                                   
               ""name"": tf.io.FixedLenFeature([], tf.string, default_value=""""),
               ""id"": tf.io.FixedLenFeature([], tf.int64, default_value=0),
               ""emails"": tf.io.VarLenFeature(tf.string),              
            }                                                         
            for serialized_example in tf.data.TFRecordDataset([""my_contacts.tfrecord""]):
               parsed_example = tf.io.parse_single_example(serialized_example,
                                        feature_description)          
                                                                      
                                                                      "|loading and parsing examples
"                                                                      
                                                                      
                                                                      
                                                                      
          index 1, twice. Then we used tf.one_hot() to one-hot encode these indices. Notice
          that we have to tell this function the total number of indices, which is equal to the
          vocabulary size plus the number of oov buckets. Now you know how to encode cate‐
          gorical features to one-hot vectors using TensorFlow!       
                                                                      
          Just like earlier, it wouldn’t be too difficult to bundle all of this logic into a nice self-
          contained class. Its adapt() method would take a data sample and extract all the dis‐
          tinct categories it contains. It would create a lookup table to map each category to its
          index (including unknown categories using oov buckets). Then its call() method
          would use the lookup table to map the input categories to their indices. Well, here’s
          more good news: by the time you read this, Keras will probably include a layer called
          keras.layers.TextVectorization, which will be capable of doing exactly that: its
          adapt() method will extract the vocabulary from a data sample, and its call()
          method will convert each category to its index in the vocabulary. You could add this
          layer at the beginning of your model, followed by a Lambda layer that would apply the
          tf.one_hot() function, if you want to convert these indices to one-hot vectors.
          This may not be the best solution, though. The size of each one-hot vector is the
          vocabulary length plus the number of oov buckets. This is fine when there are just a
          few possible categories, but if the vocabulary is large, it is much more efficient to
          encode them using embeddings instead.                       
                                                                      
                   As a rule of thumb, if the number of categories is lower than 10,
                   then one-hot encoding is generally the way to go (but your mileage
                   may vary!). If the number of categories is greater than 50 (which is
                   often the case when you use hash buckets), then embeddings are
                   usually preferable. In between 10 and 50 categories, you may want
                   to experiment with both options and see which one works best for
                   your use case.                                     
          Encoding Categorical Features Using Embeddings              
                                                                      
          An embedding is a trainable dense vector that represents a category. By default,
          embeddings are initialized randomly, so for example the ""NEAR BAY"" category could
          be represented initially by a random vector such as [0.131, 0.890], while the ""NEAR
          OCEAN"" category might be represented by another random vector such as [0.631,
          0.791]. In this example, we use 2D embeddings, but the number of dimensions is a
          hyperparameter you can tweak. Since these embeddings are trainable, they will grad‐
          ually improve during training; and as they represent fairly similar categories, Gradi‐
          ent Descent will certainly end up pushing them closer together, while it will tend to
          move them away from the ""INLAND"" category’s embedding (see Figure 13-4). Indeed,
          the better the representation, the easier it will be for the neural network to make
          accurate predictions, so training tends to make embeddings useful representations of
                                                                      "|encoding using embeddings; embedding
"                                                                      
                                                                      
                                                                      
                                                                      
          embedding of the token that was actually output. During training, it should be the
          embedding of the previous target token: this is why we used the TrainingSampler. In
          practice, it is often a good idea to start training with the embedding of the target of
          the previous time step and gradually transition to using the embedding of the actual
          token that was output at the previous step. This idea was introduced in a 2015 paper12
          by Samy Bengio et al. The ScheduledEmbeddingTrainingSampler will randomly
          choose between the target or the actual output, with a probability that you can gradu‐
          ally change during training.                                
                                                                      
          Bidirectional RNNs                                          
                                                                      
          A each time step, a regular recurrent layer only looks at past and present inputs
          before generating its output. In other words, it is “causal,” meaning it cannot look into
          the future. This type of RNN makes sense when forecasting time series, but for many
          NLP tasks, such as Neural Machine Translation, it is often preferable to look ahead at
          the next words before encoding a given word. For example, consider the phrases “the
          Queen of the United Kingdom,” “the queen of hearts,” and “the queen bee”: to prop‐
          erly encode the word “queen,” you need to look ahead. To implement this, run two
          recurrent layers on the same inputs, one reading the words from left to right and the
          other reading them from right to left. Then simply combine their outputs at each
          time step, typically by concatenating them. This is called a bidirectional recurrent layer
          (see Figure 16-5).                                          
          To implement a bidirectional recurrent layer in Keras, wrap a recurrent layer in a
          keras.layers.Bidirectional layer. For example, the following code creates a bidir‐
          ectional GRU layer:                                         
            keras.layers.Bidirectional(keras.layers.GRU(10, return_sequences=True))
                                                                      
                   The Bidirectional layer will create a clone of the GRU layer (but in
                   the reverse direction), and it will run both and concatenate their
                   outputs. So although the GRU layer has 10 units, the Bidirectional
                   layer will output 20 values per time step.         
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
          12 Samy Bengio et al., “Scheduled Sampling for Sequence Prediction with Recurrent Neural Networks,” arXiv
           preprint arXiv:1506.03099 (2015).                          "|bidirectional recurrent layers; bidirectional RNNs; bidirectional recurrent layer
"                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
          Figure 18-16. Trajectories, transitions, time steps, and action steps
                                                                      
          So if you have a batch of trajectories where each trajectory has t + 1 steps (from time
          step n to time step n + t), then it contains all the data from time step n to time step n
          + t, except for the reward and discount from time step n (but it contains the reward
          and discount of time step n + t + 1). This represents t transitions (n to n + 1, n + 1 to
          n + 2, …, n + t – 1 to n + t).                              
          The to_transition() function in the tf_agents.trajectories.trajectory mod‐
          ule converts a batched trajectory into a list containing a batched time_step, a batched
          action_step, and a batched next_time_step. Notice that the second dimension is 2
          instead of 3, since there are t transitions between t + 1 time steps (don’t worry if
          you’re a bit confused; you’ll get the hang of it):          
            >>> from tf_agents.trajectories.trajectory import to_transition
            >>> time_steps, action_steps, next_time_steps = to_transition(trajectories)
            >>> time_steps.observation.shape                          
            TensorShape([2, 2, 84, 84, 4]) # 3 time steps = 2 transitions
                                                                      
                   A sampled trajectory may actually overlap two (or more) episodes!
                   In this case, it will contain boundary transitions, meaning transi‐
                   tions with a step_type equal to 2 (end) and a next_step_type
                   equal to 0 (start). Of course, TF-Agents properly handles such tra‐
                   jectories (e.g., by resetting the policy state when encountering a
                   boundary). The trajectory’s is_boundary() method returns a ten‐
                   sor indicating whether each step is a boundary or not.
                                                                      "|boundary transitions
"                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
          Figure 14-25. The same fully convolutional network processing a small image (left) and a
          large one (right)                                           
          You Only Look Once (YOLO)                                   
                                                                      
          YOLO is an extremely fast and accurate object detection architecture proposed by
          Joseph Redmon et al. in a 2015 paper,28 and subsequently improved in 201629
          (YOLOv2) and in 201830 (YOLOv3). It is so fast that it can run in real time on a video,
          as seen in Redmon’s demo.                                   
                                                                      
          YOLOv3’s architecture is quite similar to the one we just discussed, but with a few
          important differences:                                      
                                                                      
                                                                      
          28 Joseph Redmon et al., “You Only Look Once: Unified, Real-Time Object Detection,” Proceedings of the IEEE
           Conference on Computer Vision and Pattern Recognition (2016): 779–788.
          29 Joseph Redmon and Ali Farhadi, “YOLO9000: Better, Faster, Stronger,” Proceedings of the IEEE Conference on
           Computer Vision and Pattern Recognition (2017): 6517–6525. 
          30 Joseph Redmon and Ali Farhadi, “YOLOv3: An Incremental Improvement,” arXiv preprint arXiv:1804.02767
           (2018).                                                    "|You Only Look Once (YOLO)
"                                                                      
                                                                      
                                                                      
                                                                      
          With that, you have all you need to run any operation on any device, and exploit the
          power of your GPUs! Here are some of the things you could do:
                                                                      
           • You could train several models in parallel, each on its own GPU: just write a
            training script for each model and run them in parallel, setting
            CUDA_DEVICE_ORDER and CUDA_VISIBLE_DEVICES so that each script only sees a
            single GPU device. This is great for hyperparameter tuning, as you can train in
            parallel multiple models with different hyperparameters. If you have a single
            machine with two GPUs, and it takes one hour to train one model on one GPU,
            then training two models in parallel, each on its own dedicated GPU, will take
            just one hour. Simple!                                    
           • You could train a model on a single GPU and perform all the preprocessing in
            parallel on the CPU, using the dataset’s prefetch() method17 to prepare the next
            few batches in advance so that they are ready when the GPU needs them (see
            Chapter 13).                                              
           • If your model takes two images as input and processes them using two CNNs
            before joining their outputs, then it will probably run much faster if you place
            each CNN on a different GPU.                              
                                                                      
           • You can create an efficient ensemble: just place a different trained model on each
            GPU so that you can get all the predictions much faster to produce the ensem‐
            ble’s final prediction.                                   
          But what if you want to train a single model across multiple GPUs?
                                                                      
          Training Models Across Multiple Devices                     
                                                                      
          There are two main approaches to training a single model across multiple devices:
          model parallelism, where the model is split across the devices, and data parallelism,
          where the model is replicated across every device, and each replica is trained on a
          subset of the data. Let’s look at these two options closely before we train a model on
          multiple GPUs.                                              
                                                                      
          Model Parallelism                                           
          So far we have trained each neural network on a single device. What if we want to
          train a single neural network across multiple devices? This requires chopping the
          model into separate chunks and running each chunk on a different device.
                                                                      
                                                                      
                                                                      
          17 At the time of this writing it only prefetches the data to the CPU RAM, but you can use tf.data.experimen
           tal.prefetch_to_device() to make it prefetch the data and push it to the device of your choice so that the
           GPU does not waste time waiting for the data to be transferred."|data parallelism; training models across multiple devices; using GPUs to speed computations; model parallelism; training across multiple devices
"                                                                      
                                                                      
                                                                      
                                                                      
          For our main training loop, instead of calling the get_next() method, we will use a
          tf.data.Dataset. This way, we can benefit from the power of the Data API (e.g., par‐
          allelism and prefetching). For this, we call the replay buffer’s as_dataset() method:
                                                                      
            dataset = replay_buffer.as_dataset(                       
               sample_batch_size=64,                                  
               num_steps=2,                                           
               num_parallel_calls=3).prefetch(3)                      
          We will sample batches of 64 trajectories at each training step (as in the 2015 DQN
          paper), each with 2 steps (i.e., 2 steps = 1 full transition, including the next step’s
          observation). This dataset will process three elements in parallel, and prefetch three
          batches.                                                    
                   For on-policy algorithms such as Policy Gradients, each experience
                   should be sampled once, used from training, and then discarded. In
                   this case, you can still use a replay buffer, but instead of using a
                   Dataset, you would call the replay buffer’s gather_all() method
                   at each training iteration to get a tensor containing all the trajecto‐
                   ries recorded so far, then use them to perform a training step, and
                   finally clear the replay buffer by calling its clear() method.
                                                                      
          Now that we have all the components in place, we are ready to train the model!
                                                                      
          Creating the Training Loop                                  
          To speed up training, we will convert the main functions to TensorFlow Functions.
          For this we will use the tf_agents.utils.common.function() function, which wraps
          tf.function(), with some extra experimental options:        
                                                                      
            from tf_agents.utils.common import function               
            collect_driver.run = function(collect_driver.run)         
            agent.train = function(agent.train)                       
          Let’s create a small function that will run the main training loop for n_iterations:
                                                                      
            def train_agent(n_iterations):                            
               time_step = None                                       
               policy_state = agent.collect_policy.get_initial_state(tf_env.batch_size)
               iterator = iter(dataset)                               
               for iteration in range(n_iterations):                  
                 time_step, policy_state = collect_driver.run(time_step, policy_state)
                 trajectories, buffer_info = next(iterator)           
                 train_loss = agent.train(trajectories)               
                 print(""\r{} loss:{:.5f}"".format(                     
                   iteration, train_loss.loss.numpy()), end="""")       
                 if iteration % 1000 == 0:                            
                   log_metrics(train_metrics)                         "|training loops
"                                                                      
                                                                      
                                                                      
                                                                      
          Attention mechanisms are so powerful that you can actually build state-of-the-art
          models using only attention mechanisms.                     
                                                                      
          Attention Is All You Need: The Transformer Architecture     
                                                                      
          In a groundbreaking 2017 paper,20 a team of Google researchers suggested that
          “Attention Is All You Need.” They managed to create an architecture called the Trans‐
          former, which significantly improved the state of the art in NMT without using any
          recurrent or convolutional layers,21 just attention mechanisms (plus embedding lay‐
          ers, dense layers, normalization layers, and a few other bits and pieces). As an extra
          bonus, this architecture was also much faster to train and easier to parallelize, so they
          managed to train it at a fraction of the time and cost of the previous state-of-the-art
          models.                                                     
          The Transformer architecture is represented in Figure 16-8. 
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
          20 Ashish Vaswani et al., “Attention Is All You Need,” Proceedings of the 31st International Conference on Neural
           Information Processing Systems (2017): 6000–6010.          
          21 Since the Transformer uses time-distributed Dense layers, you could argue that it uses 1D convolutional layers
           with a kernel size of 1.                                   "|Transformer architecture
"                                                                      
                                                                      
                                                                      
                                                                      
          Fighting the Unstable Gradients Problem                     
                                                                      
          Many of the tricks we used in deep nets to alleviate the unstable gradients problem
          can also be used for RNNs: good parameter initialization, faster optimizers, dropout,
          and so on. However, nonsaturating activation functions (e.g., ReLU) may not help as
          much here; in fact, they may actually lead the RNN to be even more unstable during
          training. Why? Well, suppose Gradient Descent updates the weights in a way that
          increases the outputs slightly at the first time step. Because the same weights are used
          at every time step, the outputs at the second time step may also be slightly increased,
          and those at the third, and so on until the outputs explode—and a nonsaturating acti‐
          vation function does not prevent that. You can reduce this risk by using a smaller
          learning rate, but you can also simply use a saturating activation function like the
          hyperbolic tangent (this explains why it is the default). In much the same way, the
          gradients themselves can explode. If you notice that training is unstable, you may
          want to monitor the size of the gradients (e.g., using TensorBoard) and perhaps use
          Gradient Clipping.                                          
          Moreover, Batch Normalization cannot be used as efficiently with RNNs as with deep
          feedforward nets. In fact, you cannot use it between time steps, only between recur‐
          rent layers. To be more precise, it is technically possible to add a BN layer to a mem‐
          ory cell (as we will see shortly) so that it will be applied at each time step (both on the
          inputs for that time step and on the hidden state from the previous step). However,
          the same BN layer will be used at each time step, with the same parameters, regardless
          of the actual scale and offset of the inputs and hidden state. In practice, this does not
          yield good results, as was demonstrated by César Laurent et al. in a 2015 paper:3 the
          authors found that BN was slightly beneficial only when it was applied to the inputs,
          not to the hidden states. In other words, it was slightly better than nothing when
          applied between recurrent layers (i.e., vertically in Figure 15-7), but not within recur‐
          rent layers (i.e., horizontally). In Keras this can be done simply by adding a Batch
          Normalization layer before each recurrent layer, but don’t expect too much from it.
          Another form of normalization often works better with RNNs: Layer Normalization.
          This idea was introduced by Jimmy Lei Ba et al. in a 2016 paper:4 it is very similar to
          Batch Normalization, but instead of normalizing across the batch dimension, it nor‐
          malizes across the features dimension. One advantage is that it can compute the
          required statistics on the fly, at each time step, independently for each instance. This
          also means that it behaves the same way during training and testing (as opposed to
          BN), and it does not need to use exponential moving averages to estimate the feature
          statistics across all instances in the training set. Like BN, Layer Normalization learns a
                                                                      
                                                                      
          3 César Laurent et al., “Batch Normalized Recurrent Neural Networks,” Proceedings of the IEEE International
           Conference on Acoustics, Speech, and Signal Processing (2016): 2657–2661.
          4 Jimmy Lei Ba et al., “Layer Normalization,” arXiv preprint arXiv:1607.06450 (2016)."|Layer Normalization; unstable gradients problem
